"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.7","-110.6","30.0","-57.8","5.8"
"Actual(MU)","120.8","-113.3","31.6","-51.9","8.2"
"O/D/U/D(MU)","-6.9","-2.7","1.6","5.9","2.4"
