"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4629","0","82.8","40.1","2.3","378"
"","Haryana","5369","0","93.5","52.9","-1.9","519"
"","Rajasthan","9240","0","186.6","86.1","-2.5","296"
"","Delhi","3621","22","62.8","44.2","-1.4","191"
"","UP","10297","1330","218.3","81.0","0.4","645"
"","Uttarakhand","1634","40","31.7","21.0","1.2","229"
"","HP","1216","0","23.2","19.0","-1.2","66"
"","J&K","1928","100","39.9","34.1","-0.4","186"
"","Chandigarh","205","0","3.7","3.2","0.5","51"
"WR","Chhattisgarh","2641","23","60.3","16.6","-3.5","101"
"","Gujarat","11057","18","238.6","43.9","3.1","620"
"","MP","8115","0","155.8","85.1","-3.0","250"
"","Maharashtra","17517","132","361.5","107.5","4.5","710"
"","Goa","390","0","7.6","7.4","-0.5","34"
"","DD","228","0","5.7","5.4","0.3","11"
"","DNH","600","0","14.1","14.1","0.0","46"
"","Essar steel","379","0","7.9","8.2","-0.3","26"
"SR","Andhra Pradesh","12107","500","273.6","88.7","8.3","560"
"","Karnataka","8797","300","191.1","20.7","1.0","371"
"","Kerala","3267","150","62.0","27.5","2.8","224"
"","Tamil Nadu","11824","845","258.2","91.8","1.8","317"
"","Pondy","304","0","6.1","6.3","-0.2","27"
"ER","Bihar","2228","0","36.2","37.4","-1.2","195"
"","DVC","2546","0","55.2","-20.8","-2.8","230"
"","Jharkhand","1027","0","17.9","12.0","-1.8","80"
"","Odisha","3354","0","66.2","12.9","0.4","280"
"","West Bengal","5821","0","105.3","19.6","3.4","415"
"","Sikkim","75","0","1.3","1.3","0.0","27"
"NER","Arunachal Pradesh","112","8","1.6","1.3","0.3","33"
"","Assam","1040","84","20.3","12.4","2.6","174"
"","Manipur","110","5","1.6","1.6","0.0","29"
"","Meghalaya","292","6","5.0","3.7","0.6","81"
"","Mizoram","75","1","1.2","1.0","0.0","24"
"","Nagaland","94","2","1.6","1.6","-0.3","20"
"","Tripura","196","1","2.8","0.5","-0.3","16"
