"","NR","WR","SR","ER","NER","All India"
"Coal","568","1255","584","484","17","2908"
"Lignite","24","15","52","0","0","91"
"Hydro","290","63","74","72","15","514"
"Nuclear","27","31","55","0","0","113"
"Gas, Naptha & Diesel","32","63","16","0","30","141"
"RES (Wind, Solar, Biomass & Others)","50","97","158","2","0","307"
"Total","992","1525","938","558","62","4075"
