"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6729","391","100.5","43.1","0.6","171"
"","Haryana","4671","577","94.9","47.3","-0.6","164"
"","Rajasthan","6349","308","141.1","48.5","-2.2","57"
"","Delhi","3511","221","73.1","46.0","-0.8","259"
"","UP","9044","2330","206.7","80.8","1.4","454"
"","Uttarakhand","1687","160","29.3","16.7","2.1","560"
"","HP","1226","0","22.4","11.7","1.0","166"
"","J&K","1424","100","27.3","20.9","-0.7","85"
"","Chandigarh","206","0","4.2","4.1","0.1","32"
"WR","Chhattisgarh","3303","80","77.5","20.0","5.1","515"
"","Gujarat","11460","88","267.5","28.7","-2.2","454"
"","MP","7514","47","144.9","67.3","-2.3","351"
"","Maharashtra","16378","365","362.5","119.1","0.8","545"
"","Goa","361","62","8.2","7.1","0.6","62"
"","DD","262","2","6.3","5.4","0.9","25"
"","DNH","581","4","14.0","14.0","0.1","32"
"SR","Andhra Pradesh","11037","2460","248.8","73.5","1.9","326"
"","Karnataka","8000","700","169.3","22.9","0.7","458"
"","Kerala","3003","500","61.2","31.8","2.5","274"
"","Tamil Nadu","10443","2512","228.9","77.2","2.5","581"
"","Pondy","311","0","6.6","7.4","-0.8","8"
"ER","Bihar","1626","550","34.8","34.8","0.0","100"
"","DVC","2793","0","56.2","-19.3","-1.3","400"
"","Jharkhand","996","0","20.4","9.1","-0.3","130"
"","Odisha","3727","0","72.8","9.4","0.2","300"
"","West Bengal","6682","119","135.0","35.3","-1.4","200"
"","Sikkim","73","0","0.5","1.5","-1.0","0"
"NER","Arunachal Pradesh","83","10","1.2","1.0","0.2","29"
"","Assam","928","241","16.7","11.1","1.4","105"
"","Manipur","92","8","1.1","1.0","0.1","47"
"","Meghalaya","218","25","3.4","2.1","0.0","54"
"","Mizoram","53","8","1.1","0.8","0.2","17"
"","Nagaland","52","8","0.9","0.8","0.1","19"
"","Tripura","191","39","3.1","0.6","0.5","45"
