"","NR","WR","SR","ER","NER","All India"
"Coal","427","1126","403","402","13","2372"
"Lignite","25","18","41","0","0","83"
"Hydro","132","62","98","48","9","350"
"Nuclear","19","28","57","0","0","104"
"Gas, Naptha & Diesel","26","49","15","0","25","113"
"RES (Wind, Solar, Biomass & Others)","60","74","164","2","0","301"
"Total","690","1357","778","452","47","3323"
