"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.05","3.96","19.48","23.48","58.56","17.95"
"SR GRID","0.00","0.05","3.96","19.48","23.48","58.56","B. Frequency Profile (%)17.95"
