"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3626","0","67.3","33.8","-2.0","321"
"","Haryana","5024","0","97.8","44.5","-1.8","279"
"","Rajasthan","9230","0","197.3","70.5","-0.1","985"
"","Delhi","3238","0","54.6","38.6","-1.9","243"
"","UP","8801","1690","191.8","72.9","-3.5","380"
"","Uttarakhand","1492","0","28.9","20.8","-1.0","157"
"","HP","1022","0","14.8","16.5","-3.4","173"
"","J&K","1944","343","39.2","35.6","2.2","251"
"","Chandigarh","173","0","3.2","3.1","","6"
"WR","Chhattisgarh","2990","107","64.5","14.5","0.5","248"
"","Gujarat","11342","0","248.3","47.5","-1.0","257"
"","MP","6622","0","138.0","72.2","-1.4","711"
"","Maharashtra","16542","59","353.4","106.3","-4.2","469"
"","Goa","335","0","6.7","6.1","-0.1","144"
"","DD","252","0","5.7","6.0","-0.2","6"
"","DNH","630","0","14.9","15.3","0.5","26"
"","Essar steel","406","0","8.0","7.5","0.5","67"
"SR","Andhra Pradesh","5534","16","127.4","24.4","2.0","318"
"","Telangana","5218","6","114.3","71.4","0.3","331"
"","Karnataka","6944","300","144.6","28.9","2.0","329"
"","Kerala","3031","0","53.6","38.2","2.6","289"
"","Tamil Nadu","9908","873","218.2","75.2","-1.6","243"
"","Pondy","260","0","5.6","5.5","0.1","22"
"ER","Bihar","2517","100","50.3","50.4","-0.6","230"
"","DVC","2339","50","53.9","-15.4","0.5","200"
"","Jharkhand","978","0","20.5","10.4","-0.8","110"
"","Odisha","3544","150","64.1","20.7","4.9","360"
"","West Bengal","5982","9","105.1","11.8","4.0","390"
"","Sikkim","92","0","1.3","1.3","0.0","35"
"NER","Arunachal Pradesh","108","2","1.8","1.4","0.4","40"
"","Assam","1169","16","20.5","13.5","2.2","171"
"","Manipur","134","2","2.4","2.5","-0.1","35"
"","Meghalaya","325","7","5.3","4.6","-0.6","76"
"","Mizoram","74","2","1.2","1.1","0.2","22"
"","Nagaland","122","3","2.3","1.6","0.2","26"
"","Tripura","200","1","3.2","0.7","0.3","26"
