"","NR","WR","SR","ER","NER"
"Schedule(MU)","62.6","-13.5","39.8","-96.0","6.2"
"Actual(MU)","67.5","-24.0","39.3","-88.8","8.6"
"O/D/U/D(MU)","4.9","-10.5","-0.5","7.2","2.4"
