"Share of RES in total generation (%)","12.62","5.14","15.75","0.34","0.10","8.52"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.50","10.77","29.71","6.57","17.68","19.96"
