"Share of RES in total generation (%)","12.14","4.15","19.66","0.32","0.06","9.22"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","32.63","10.01","35.63","6.26","19.71","20.81"
