"Share of RES in total generation (%)","5.88","8.94","20.64","0.39","0.07","9.31"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.56","11.24","31.05","13.21","31.58","23.35"
