"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.10","1.71","7.77","9.62","70.57","19.90"
"SR GRID","0.00","0.10","1.70","7.80","9.60","70.60","19.80"
