"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10376","0","215.8","127.3","-1.8","237"
"","Haryana","8820","0","182.5","145.4","-1.1","251"
"","Rajasthan","9512","217","212.4","75.2","5.0","359"
"","Delhi","5606","0","111.2","90.9","-1.8","115"
"","UP","13481","770","295.7","144.1","0.5","328"
"","Uttarakhand","1729","40","35.3","16.4","0.5","226"
"","HP","1205","0","26.3","1.7","1.4","122"
"","J&K","1669","417","32.6","14.3","-4.2","4"
"","Chandigarh","264","0","5.5","5.9","-0.5","3"
"WR","Chhattisgarh","3145","0","76.1","15.3","0.9","201"
"","Gujarat","12803","0","288.2","75.5","5.5","687"
"","MP","6527","0","137.8","83.1","-1.0","300"
"","Maharashtra","15990","0","343.6","118.0","3.2","795"
"","Goa","387","0","8.0","6.4","1.0","136"
"","DD","302","0","6.9","5.8","1.0","82"
"","DNH","730","0","16.9","16.9","-0.1","15"
"","Essar steel","495","0","10.0","10.4","-0.4","182"
"SR","Andhra Pradesh","6013","0","139.5","15.4","3.4","488"
"","Telangana","6575","0","141.1","79.2","0.3","234"
"","Karnataka","7329","0","150.8","58.1","3.5","642"
"","Kerala","3124","0","59.5","46.7","0.3","219"
"","Tamil Nadu","13211","0","287.3","101.6","0.0","552"
"","Pondy","340","0","7.2","7.3","-0.1","22"
"ER","Bihar","3248","0","67.2","66.2","-3.1","345"
"","DVC","2776","0","64.9","-28.7","2.1","285"
"","Jharkhand","993","0","21.1","18.7","0.9","125"
"","Odisha","4126","0","77.0","29.2","-4.4","365"
"","West Bengal","7504","0","140.8","38.3","0.7","380"
"","Sikkim","97","0","1.4","1.4","0.0","25"
"NER","Arunachal Pradesh","94","2","1.5","1.5","0.0","6"
"","Assam","1498","43","26.5","19.3","1.5","203"
"","Manipur","130","2","2.0","1.9","0.1","18"
"","Meghalaya","264","0","4.4","-0.6","0.0","47"
"","Mizoram","72","2","1.2","1.0","0.1","14"
"","Nagaland","111","1","2.0","1.9","0.0","22"
"","Tripura","221","2","3.6","3.6","0.1","47"
