"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5589","0","115.9","57.2","-1.0","118"
"","Haryana","5883","53","110.7","61.6","-0.7","187"
"","Rajasthan","7492","0","166.8","57.4","1.1","254"
"","Delhi","4037","0","84.4","68.4","-0.1","208"
"","UP","11533","1645","261.3","112.3","2.4","354"
"","Uttarakhand","1618","85","34.0","22.9","0.2","104"
"","HP","1180","0","23.7","10.4","0.1","143"
"","J&K","1411","100","25.8","19.4","-4.0","0"
"","Chandigarh","205","0","4.0","3.3","0.7","37"
"WR","Chhattisgarh","3368","49","78.6","22.4","1.0","325"
"","Gujarat","13413","22","297.0","57.1","-5.6","379"
"","MP","7102","0","155.6","80.2","-2.4","329"
"","Maharashtra","19370","183","423.3","126.8","4.7","560"
"","Goa","426","0","8.6","7.5","1.1","55"
"","DD","290","0","6.5","6.3","0.2","21"
"","DNH","684","0","15.7","15.2","0.5","42"
"","Essar steel","402","0","8.5","8.6","-0.1","29"
"SR","Andhra Pradesh","10957","1500","255.7","91.9","3.4","394"
"","Karnataka","8418","400","181.8","29.8","1.4","323"
"","Kerala","3319","250","63.7","25.2","1.3","238"
"","Tamil Nadu","12398","1275","279.1","97.5","1.3","289"
"","Pondy","336","0","7.2","7.3","-0.1","27"
"ER","Bihar","2499","0","46.6","44.3","0.0","140"
"","DVC","2626","0","60.2","-16.5","-1.1","120"
"","Jharkhand","993","0","19.4","11.4","2.0","160"
"","Odisha","3503","0","74.6","19.1","-2.1","180"
"","West Bengal","7116","59","145.9","45.9","-1.4","250"
"","Sikkim","88","0","1.1","1.2","0.0","21"
"NER","Arunachal Pradesh","98","2","1.4","1.2","0.2","37"
"","Assam","1090","248","18.9","13.8","0.7","162"
"","Manipur","83","7","1.4","1.2","0.2","9"
"","Meghalaya","225","5","2.8","1.7","0.4","87"
"","Mizoram","70","5","0.9","0.9","-0.2","21"
"","Nagaland","92","3","1.5","1.4","-0.2","38"
"","Tripura","210","2","2.0","1.0","-0.3","42"
