"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.7","-106.7","33.8","-39.3","7.4"
"Actual(MU)","107.5","-113.5","38.1","-39.9","7.8"
"O/D/U/D(MU)","2.8","-6.8","4.3","-0.6","0.4"
