"","NR","WR","SR","ER","NER"
"Schedule(MU)","153.7","-75.3","26.2","-109.4","4.9"
"Actual(MU)","152.7","-77.4","21.7","-104.6","8.1"
"O/D/U/D(MU)","-0.9","-2.1","-4.5","4.8","3.2"
