"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.3","-92.1","29.9","-55.1","5.5"
"Actual(MU)","106.9","-102.9","34.9","-46.3","6.3"
"O/D/U/D(MU)","2.6","-10.8","5.0","8.8","0.8"
