"","NR","WR","SR","ER","NER","All India"
"Coal","445","1190","468","442","13","2558"
"Lignite","21","15","41","0","0","77"
"Hydro","122","42","75","40","9","288"
"Nuclear","24","23","57","0","0","105"
"Gas, Naptha & Diesel","25","37","15","0","20","97"
"RES (Wind, Solar, Biomass & Others)","50","49","151","2","0","252"
"Total","687","1355","809","484","42","3377"
