"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38079","38182","33382","15331","2113","127088"
"Peak Shortage (MW)","1671","210","1262","177","142","3462"
"Energy Met (MU)","829","886","787","304","35","2841"
"Hydro Gen(MU)","89","46","63","16","5","218"
"Wind Gen(MU)","4","12","25","----------","----------","40"
