"Share of RES in total generation (%)","7.03","2.83","16.84","0.22","0.11","6.57"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.75","5.67","30.12","8.96","18.52","16.38"
