"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5477","0","102.3","43.9","-0.2","266"
"","Haryana","6195","0","117.1","57.0","-0.8","240"
"","Rajasthan","9652","0","213.4","63.6","2.1","259"
"","Delhi","3399","0","58.0","40.8","-0.1","198"
"","UP","10072","2310","225.6","93.8","0.1","316"
"","Uttarakhand","1779","75","34.3","23.9","0.8","122"
"","HP","1352","0","24.4","20.1","-0.1","52"
"","J&K","1937","342","41.3","35.1","1.6","324"
"","Chandigarh","206","0","3.5","3.5","0.3","22"
"WR","Chhattisgarh","3191","96","73.6","23.0","-0.4","414"
"","Gujarat","11893","0","261.5","62.9","3.0","311"
"","MP","8842","0","173.2","92.6","-0.8","450"
"","Maharashtra","18008","682","377.2","121.2","-1.0","600"
"","Goa","422","0","8.1","7.7","0.1","50"
"","DD","282","0","6.2","6.3","-0.1","35"
"","DNH","618","0","14.5","14.9","-1.3","65"
"","Essar steel","292","0","5.7","7.1","-1.3","75"
"SR","Andhra Pradesh","6242","25","143.0","31.6","2.4","403"
"","Telangana","6217","600","136.5","66.2","4.5","350"
"","Karnataka","9062","400","194.7","27.5","2.7","378"
"","Kerala","3316","125","64.2","41.2","2.2","353"
"","Tamil Nadu","11964","743","269.6","105.3","-2.4","350"
"","Pondy","312","0","6.3","6.2","0.1","27"
"ER","Bihar","2779","100","54.3","52.0","-0.2","100"
"","DVC","2465","0","56.2","-17.2","-1.0","100"
"","Jharkhand","982","0","22.2","9.9","-1.0","80"
"","Odisha","3303","0","60.7","22.3","1.1","300"
"","West Bengal","6279","0","115.6","18.4","2.0","210"
"","Sikkim","101","0","1.2","1.2","0.0","25"
"NER","Arunachal Pradesh","103","7","1.7","1.2","0.5","51"
"","Assam","1160","123","20.6","14.2","1.4","160"
"","Manipur","126","4","2.2","2.3","-0.1","41"
"","Meghalaya","314","0","5.4","4.6","-0.7","58"
"","Mizoram","77","8","1.4","0.9","0.5","34"
"","Nagaland","109","6","2.0","1.4","0.5","38"
"","Tripura","177","31","2.5","-0.1","0.7","27"
