"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8060","0","181.6","126.1","0.9","219"
"","Haryana","6741","0","141.4","85.7","1.6","358"
"","Rajasthan","6022","0","138.4","58.8","-2.1","122"
"","Delhi","4075","0","82.4","59.2","-0.7","323"
"","UP","10525","1810","229.3","117.8","-5.4","158"
"","Uttarakhand","1592","0","31.2","11.8","-0.5","97"
"","HP","1073","0","23.1","2.9","-1.5","42"
"","J&K","1447","100","25.7","16.0","-3.9","0"
"","Chandigarh","239","0","4.8","5.2","-0.5","6"
"WR","Chhattisgarh","2719","14","62.1","20.7","3.5","307"
"","Gujarat","8440","52","188.6","44.9","1.8","609"
"","MP","5524","14","111.6","30.2","1.6","292"
"","Maharashtra","13548","89","298.4","89.8","8.9","671"
"","Goa","358","1","7.7","6.9","0.2","90"
"","DD","25","1","6.0","4.6","1.4","111"
"","DNH","628","1","15.0","13.0","2.0","163"
"","Essar steel","379","1","8.5","8.4","0.2","51"
"SR","Andhra Pradesh","11197","1000","250.6","74.1","4.4","650"
"","Karnataka","6511","550","139.2","24.6","1.0","361"
"","Kerala","2863","0","50.9","14.1","-2.2","241"
"","Tamil Nadu","9868","582","221.3","61.9","0.5","208"
"","Pondy","277","0","5.6","5.9","-0.3","12"
"ER","Bihar","2071","375","41.2","44.1","-3.0","20"
"","DVC","2704","0","59.2","-18.7","2.3","200"
"","Jharkhand","964","0","19.5","16.0","-1.9","30"
"","Odisha","3587","0","69.2","17.9","3.6","400"
"","West Bengal","6072","8","118.4","40.4","1.0","250"
"","Sikkim","84","0","1.1","1.3","-0.2","20"
"NER","Arunachal Pradesh","97","3","1.1","1.8","-0.7","23"
"","Assam","1085","137","22.1","16.6","-0.7","93"
"","Manipur","109","1","1.7","2.5","-0.8","2"
"","Meghalaya","230","6","4.5","0.1","0.2","137"
"","Mizoram","48","7","1.0","1.1","-0.2","1"
"","Nagaland","67","13","2.1","1.4","-0.3","9"
"","Tripura","190","17","3.2","1.5","-0.1","47"
