"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","251.2","-249.5","66.6","-52.7","-16.0","-0.3"
"Actual(MU)","237.1","-251.8","81.0","-50.0","-19.0","-2.7"
"O/D/U/D(MU)","-14.1","-2.3","14.4","2.7","-3.1","-2.4"
