"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.3","-104.6","47.5","-72.7","5.0"
"Actual(MU)","114.3","-95.6","55.1","-80.3","3.5"
"O/D/U/D(MU)","-3.0","9.0","7.6","-7.6","-1.5"
