"Share of RES in total generation (%)","8.03","12.29","28.79","0.11","0.02","12.92"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","45.51","15.40","40.60","18.54","50.31","30.16"
