"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","490","1004","455","412","7","2368"
"Hydro","332","13","49","93","29","517"
"Nuclear","27","26","45","0","0","98"
"Gas, Naptha & Diesel","32","49","21","0","22","124"
"RES (Wind, Solar, Biomass & Others)","77","153","231","1","0","461"
"Total","959","1245","801","506","58","3568"
