"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","159.6","-155.5","83.0","-86.5","-2.0","-1.4"
"Actual(MU)","153.1","-156.7","82.9","-77.9","-0.2","1.3"
"O/D/U/D(MU)","-6.5","-1.2","-0.1","8.7","1.8","2.7"
