"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.4","-98.0","29.9","-45.2","5.2"
"Actual(MU)","101.1","-99.1","31.5","-43.2","7.6"
"O/D/U/D(MU)","-3.3","-1.1","1.6","2.0","2.4"
