"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5039","0","85.4","35.2","-1.4","105"
"","Haryana","5738","0","107.6","58.5","-0.4","208"
"","Rajasthan","10105","0","217.2","75.0","1.9","474"
"","Delhi","3573","0","59.1","45.7","-0.5","242"
"","UP","11419","1090","238.2","99.1","1.0","408"
"","Uttarakhand","1805","0","34.4","24.3","0.2","127"
"","HP","1367","0","24.4","21.3","0.1","87"
"","J&K","2063","516","44.7","36.3","0.7","159"
"","Chandigarh","198","0","3.3","3.6","0.3","1"
"WR","Chhattisgarh","3411","138","70.0","26.3","-0.9","310"
"","Gujarat","12371","13","255.9","68.3","2.9","457"
"","MP","10917","0","216.1","133.6","-3.8","446"
"","Maharashtra","16988","15","344.2","57.7","-5.5","207"
"","Goa","383","0","7.4","7.4","-0.6","17"
"","DD","266","0","6.0","6.1","-0.1","31"
"","DNH","654","0","15.3","15.5","-0.2","20"
"","Essar steel","325","0","6.7","7.4","-0.8","142"
"SR","Andhra Pradesh","6140","0","122.8","34.0","-0.1","315"
"","Telangana","5740","0","121.0","72.3","-0.4","219"
"","Karnataka","7762","800","174.1","45.1","2.0","435"
"","Kerala","3062","0","55.0","46.6","2.3","211"
"","Tamil Nadu","11352","0","242.4","103.4","4.7","572"
"","Pondy","269","0","5.6","5.8","-0.1","24"
"ER","Bihar","3403","0","65.4","63.0","1.1","190"
"","DVC","2217","0","56.9","-9.3","-0.1","110"
"","Jharkhand","999","0","22.4","11.9","-0.1","80"
"","Odisha","3602","0","65.0","21.1","1.7","220"
"","West Bengal","5762","0","109.9","16.4","1.6","130"
"","Sikkim","90","0","1.4","1.2","0.1","23"
"NER","Arunachal Pradesh","104","1","1.9","1.4","0.5","39"
"","Assam","1201","57","21.1","14.2","1.7","231"
"","Manipur","155","1","2.6","2.6","0.0","41"
"","Meghalaya","323","2","5.4","4.7","-0.2","25"
"","Mizoram","83","2","1.4","1.2","0.1","29"
"","Nagaland","109","1","2.1","1.7","0.4","37"
"","Tripura","190","5","3.1","-0.8","0.6","75"
