"","NR","WR","SR","ER","NER","All India"
"Coal","288","790","394","387","10","1869"
"Lignite","15","16","46","0","0","77"
"Hydro","145","41","89","50","4","330"
"Nuclear","24","37","52","0","0","113"
"Gas, Naptha & Diesel","23","94","18","0","25","161"
"RES (Wind, Solar, Biomass & Others)","95","82","138","5","0","320"
"Total","590","1060","738","442","40","2870"
