"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5115","0","110.6","55.1","0.5","395"
"","Haryana","6532","0","113.5","83.3","-0.6","338"
"","Rajasthan","8579","0","185.0","51.3","2.2","268"
"","Delhi","3861","0","76.3","66.9","-1.4","97"
"","UP","13027","200","257.0","92.1","0.5","618"
"","Uttarakhand","1763","0","36.7","25.8","1.1","136"
"","HP","1220","0","23.5","15.2","1.2","180"
"","J&K","2058","515","42.2","26.9","2.5","225"
"","Chandigarh","197","0","4.0","3.9","0.3","26"
"WR","Chhattisgarh","3809","0","91.4","33.1","-2.6","321"
"","Gujarat","13778","0","309.8","79.2","0.1","591"
"","MP","8125","0","179.5","106.8","-1.4","200"
"","Maharashtra","20116","0","450.3","145.1","3.4","484"
"","Goa","437","0","9.8","8.6","1.0","93"
"","DD","303","0","6.7","6.4","0.3","53"
"","DNH","712","0","16.8","16.9","-0.1","42"
"","Essar steel","462","0","8.1","9.3","-1.2","142"
"SR","Andhra Pradesh","7334","0","161.5","27.6","1.1","653"
"","Telangana","6710","0","151.6","90.0","0.6","319"
"","Karnataka","9284","0","211.2","65.6","0.4","516"
"","Kerala","3831","125","77.3","54.8","1.9","144"
"","Tamil Nadu","14505","0","334.4","147.2","-1.7","435"
"","Pondy","332","0","7.6","7.6","0.0","20"
"ER","Bihar","3201","0","62.9","59.9","-1.0","320"
"","DVC","3195","0","64.2","-40.2","-0.1","200"
"","Jharkhand","976","0","22.2","15.4","0.2","210"
"","Odisha","3872","0","83.2","25.0","-0.6","250"
"","West Bengal","7772","0","160.5","46.6","-0.6","280"
"","Sikkim","80","0","1.1","1.4","-0.3","27"
"NER","Arunachal Pradesh","105","3","1.7","1.8","-0.1","38"
"","Assam","1225","118","21.1","16.6","1.4","166"
"","Manipur","142","4","1.7","2.1","-0.4","18"
"","Meghalaya","262","0","4.6","2.5","0.5","61"
"","Mizoram","68","2","1.2","1.1","0.1","4"
"","Nagaland","121","6","1.8","1.7","0.0","44"
"","Tripura","262","3","4.1","3.3","0.5","66"
