"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.2","-88.4","33.3","-52.2","6.8"
"Actual(MU)","105.0","-97.1","39.3","-52.6","6.5"
"O/D/U/D(MU)","3.8","-8.8","6.0","-0.4","-0.3"
