"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","50195","44964","38953","21141","2758","158011"
"Peak Shortage (MW)","1601","0","0","54","251","1906"
"Energy Met (MU)","1083","1032","896","430","53","3494"
"Hydro Gen (MU)","295","95","154","124","22","690"
"Wind Gen (MU)","17","51","61","----------","----------","129"
"Solar Gen (MU)*","0.00","20.3","77.41","1.80","0.03","100"
"Energy Shortage (MU)","18.7","0.0","0.0","0.2","2.0","20.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","52421","46101","39052","22040","2944","160332"
"","22:15","19:33","07:21","21:20","18:58","19:52"
