"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","252.1","-245.7","20.5","-31.6","5.4","0.7"
"Actual(MU)","243.4","-269.2","49.8","-39.2","7.2","-8.0"
"O/D/U/D(MU)","-8.7","-23.4","29.2","-7.6","1.8","-8.7"
