"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.0","6.5","2.0","94.8","3.2"
"SR GRID","0.0","0.0","1.7","12.6","1.7","96.7","1.6"
