"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.20","13.80","16.10","66.70","17.20"
"SR GRID","0.00","0.00","2.20","13.80","16.10","66.70","17.20"
