"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.27","0.82","6.37","7.45","73.95","18.60"
"SR GRID","0.00","0.27","0.82","6.37","7.45","73.95","18.60"
