"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","50208","39549","33182","18458","2274","143671"
"Peak Shortage (MW)","1654","356","294","150","188","2642"
"Energy Met (MU)","1171","893","706","389","46","3205"
"Hydro Gen(MU)","325","18","44","47","21","455"
"Wind Gen(MU)","3","49","104","----------","----------","156"
