"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.028","0.00","0.02","1.27","1.30","72.27","26.44"
"SR GRID","0.028","0.00","0.02","1.27","1.30","72.27","26.44"
