"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8558","400","196.0","124.2","1.1","106"
"","Haryana","7621","0","172.7","105.7","-1.9","178"
"","Rajasthan","6528","0","146.5","57.9","-5.5","0"
"","Delhi","4648","0","97.0","72.9","-3.0","140"
"","UP","10716","1040","229.4","111.5","-2.6","341"
"","Uttarakhand","1444","70","31.3","20.1","-0.2","106"
"","HP","1048","0","21.9","2.5","-1.7","2"
"","J&K","1446","100","28.2","17.0","-2.6","62"
"","Chandigarh","242","0","4.7","5.6","-0.9","0"
"WR","Chhattisgarh","2739","251","67.1","25.0","5.3","463"
"","Gujarat","8750","96","193.4","38.4","2.4","656"
"","MP","5573","10","110.3","48.8","-1.5","208"
"","Maharashtra","13688","95","308.3","101.4","-1.3","666"
"","Goa","325","1","6.9","6.1","0.2","0"
"","DD","260","0","6.1","5.5","0.6","61"
"","DNH","607","1","14.6","13.8","0.7","60"
"","Essar steel","491","14","10.9","10.9","0.0","0"
"SR","Andhra Pradesh","9576","1000","218.4","87.1","3.1","305"
"","Karnataka","6616","450","137.8","18.0","1.2","216"
"","Kerala","2749","0","48.5","27.8","1.5","234"
"","Tamil Nadu","10394","548","237.4","75.4","0.4","268"
"","Pondy","278","0","5.7","6.9","-1.1","18"
"ER","Bihar","1983","140","40.2","44.4","-4.2","220"
"","DVC","2507","0","59.0","-22.7","1.8","450"
"","Jharkhand","947","0","19.7","14.5","-2.2","50"
"","Odisha","3490","0","61.2","16.7","5.2","485"
"","West Bengal","6286","11","119.5","32.5","2.7","323"
"","Sikkim","74","0","1.1","1.1","0.0","30"
"NER","Arunachal Pradesh","93","4","1.1","2.2","-1.1","11"
"","Assam","1082","136","22.1","16.2","1.4","163"
"","Manipur","94","8","1.4","2.5","-1.2","0"
"","Meghalaya","245","3","4.1","0.9","-1.2","38"
"","Mizoram","55","2","0.9","1.5","-0.5","0"
"","Nagaland","94","1","1.4","1.6","-0.6","15"
"","Tripura","220","1","3.2","1.9","-0.4","21"
