"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.58","10.73","11.31","72.52","16.17"
"SR GRID","0.00","0.00","0.58","10.73","11.31","72.52","16.17"
