"","NR","WR","SR","ER","NER","All India"
"Coal","573","1200","520","447","14","2754"
"Lignite","19","15","41","0","0","75"
"Hydro","313","19","42","84","18","476"
"Nuclear","27","30","55","0","0","112"
"Gas, Naptha & Diesel","45","41","15","0","29","131"
"RES (Wind, Solar, Biomass & Others)","57","109","316","2","0","484"
"Total","1035","1415","988","533","61","4031"
