"","NR","WR","SR","ER","NER"
"Schedule(MU)","70.4","-57.9","31.7","-52.8","6.7"
"Actual(MU)","47.7","-40.9","31.2","-50.7","9.7"
"O/D/U/D(MU)","-22.7","17.0","-0.5","2.1","3.0"
