"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","617","1272","587","420","4","2900"
"Hydro","176","33","84","74","18","385"
"Nuclear","24","27","34","0","0","85"
"Gas, Naptha & Diesel","51","59","22","0","26","158"
"RES (Wind, Solar, Biomass & Others)","43","31","114","1","0","190"
"Total","911","1423","841","495","48","3718"
