"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","176.9","-193.0","74.3","-63.7","5.1","-0.5"
"Actual(MU)","172.3","-194.9","73.2","-60.6","8.1","-2.0"
"O/D/U/D(MU)","-4.6","-1.9","-1.1","3.1","3.0","-1.5"
