"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","581","1136","502","456","9","2684"
"Hydro","316","18","34","88","17","473"
"Nuclear","31","28","46","0","0","105"
"Gas, Naptha & Diesel","33","51","7","0","21","112"
"RES (Wind, Solar, Biomass & Others)","66","135","227","1","0","430"
"Total","1027","1368","816","545","48","3804"
