"Share of RES in total generation (%)","5.02","8.04","15.30","0.22","0.06","7.65"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.23","10.73","25.58","16.85","37.66","20.18"
