"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38843","41684","32073","15021","2102","129723"
"Peak Shortage (MW)","2472","335","1454","633","79","4973"
"Energy Met (MU)","815","975","749","293","36","2868"
"Hydro Gen(MU)","99","53","82","25","6","264"
"Wind Gen(MU)","9","27","13","----------","----------","49"
