"Share of RES in total generation (%)","11.55","4.61","17.22","0.31","0.10","8.58"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.92","9.50","30.89","8.19","11.70","19.19"
