"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","0.37","0.37","65.59","31.82"
"SR GRID","0.00","0.00","0.00","0.37","0.37","65.59","B. Frequency Profile (%)31.82"
