"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.59","4.99","2.60","18.95","64.84","16.22"
"SR GRID","0.00","0.59","4.99","2.60","18.95","64.84","B. Frequency Profile (%)16.22"
