"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","35152","36223","30670","15476","1952","119473"
"Peak Shortage (MW)","3654","342","575","831","284","5686"
"Energy Met (MU)","744","789","737","326","37","2633"
"Hydro Gen(MU)","228","59","145","80","19","531"
"Wind Gen(MU)","15","56","81","----------","----------","151"
