"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.06","5.96","6.02","75.46","18.62"
"SR GRID","0.00","0.00","0.10","6.00","6.00","75.50","18.50"
