"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","176.5","-272.9","160.7","-65.6","1.0","-0.3"
"Actual(MU)","172.3","-284.3","164.0","-57.9","0.8","-5.1"
"O/D/U/D(MU)","-4.2","-11.4","3.2","7.7","-0.2","-4.8"
