"","NR","WR","SR","ER","NER","All India"
"Coal","470","1157","499","434","10","2570"
"Lignite","21","13","46","0","0","80"
"Hydro","130","37","77","34","6","283"
"Nuclear","24","32","40","0","0","96"
"Gas, Naptha & Diesel","34","32","17","0","22","105"
"RES (Wind, Solar, Biomass & Others)","101","130","214","1","0","447"
"Total","780","1401","893","469","38","3581"
