"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.45","4.99","5.44","75.88","18.68"
"SR GRID","0.00","0.00","0.45","4.99","5.44","75.88","18.68"
