"","NR","WR","SR","ER","NER"
"Schedule(MU)","106.2","-81.9","37.3","-67.0","2.5"
"Actual(MU)","77.0","-73.4","42.0","-50.0","5.1"
"O/D/U/D(MU)","-29.2","8.5","4.7","16.9","2.6"
