"","NR","WR","SR","ER","NER"
"Schedule(MU)","90.0","-104.2","46.2","-31.3","-0.3"
"Actual(MU)","91.5","-115.0","49.4","-25.8","-0.6"
"O/D/U/D(MU)","1.5","-10.8","3.2","5.5","-0.3"
