"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7153","0","161.4","102.1","1.0","244","0.0"
"","Haryana","6748","225","142.1","114.2","2.4","289","0.2"
"","Rajasthan","9602","0","201.8","67.9","1.3","513","0.0"
"","Delhi","5256","0","106.4","88.5","-0.3","156","0.0"
"","UP","15691","840","328.6","125.7","2.2","326","0.0"
"","Uttarakhand","1844","0","39.0","19.7","-0.2","145","0.0"
"","HP","1254","0","26.8","1.6","3.0","298","0.0"
"","J&K","1795","449","33.0","14.3","-4.3","152","7.8"
"","Chandigarh","299","0","5.9","6.3","-0.4","13","0.0"
"WR","Chhattisgarh","3052","0","71.9","9.5","-1.8","305","0.0"
"","Gujarat","15522","16","335.9","73.5","1.7","835","0.0"
"","MP","7388","0","154.2","82.0","-0.6","620","0.0"
"","Maharashtra","20126","0","458.6","122.9","-1.5","709","0.0"
"","Goa","415","0","9.0","9.6","-0.9","96","0.0"
"","DD","326","0","7.2","6.6","0.6","70","0.0"
"","DNH","712","0","16.1","16.8","-0.7","-5","0.0"
"","Essar steel","507","0","10.4","10.5","-0.1","149","0.0"
"SR","Andhra Pradesh","7459","0","156.2","40.1","4.3","691","0.0"
"","Telangana","6722","0","141.1","61.6","-4.2","300","0.0"
"","Karnataka","7890","0","163.1","55.4","1.7","560","0.0"
"","Kerala","3155","0","65.8","52.3","1.1","217","0.0"
"","Tamil Nadu","14308","0","317.6","107.1","0.0","595","0.0"
"","Pondy","373","0","8.0","8.2","-0.2","44","0.0"
"ER","Bihar","4010","0","71.1","68.5","-0.9","220","0.0"
"","DVC","2609","0","61.0","-39.9","-1.3","225","0.0"
"","Jharkhand","969","0","20.2","16.3","-1.5","100","0.0"
"","Odisha","4105","0","83.3","28.6","1.7","220","0.0"
"","West Bengal","7683","0","145.4","41.2","1.5","250","0.0"
"","Sikkim","73","0","1.3","1.2","0.2","15","0.0"
"NER","Arunachal Pradesh","88","4","1.9","1.9","0.1","24","0.0"
"","Assam","1250","283","22.0","17.6","0.5","126","2.8"
"","Manipur","92","6","1.9","1.9","0.0","7","0.0"
"","Meghalaya","229","25","3.4","2.3","-0.7","44","0.0"
"","Mizoram","47","5","0.8","1.1","-0.3","6","0.0"
"","Nagaland","91","5","2.1","2.0","0.0","2","0.0"
"","Tripura","164","60","2.8","2.8","-1.0","26","0.4"
