"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39309","41392","37223","17761","2280","137965"
"Peak Shortage (MW)","965","40","178","115","141","1439"
"Energy Met (MU)","808","1025","892","359","43","3127"
"Hydro Gen(MU)","288","31","43","33","15","410"
"Wind Gen(MU)","29","106","104","----------","----------","240"
