"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5168","0","96.0","43.2","1.8","175"
"","Haryana","6632","0","122.8","48.4","0.1","279"
"","Rajasthan","9773","0","212.7","76.1","4.1","438"
"","Delhi","4331","0","65.2","41.5","0.6","342"
"","UP","9851","4025","237.6","83.3","1.3","451"
"","Uttarakhand","1841","150","36.0","24.7","2.0","232"
"","HP","1366","0","25.8","21.3","0.3","118"
"","J&K","2121","374","43.5","35.0","4.2","373"
"","Chandigarh","252","0","4.3","3.8","0.3","62"
"WR","Chhattisgarh","3007","18","65.9","15.4","1.0","187"
"","Gujarat","12366","0","260.4","57.2","2.0","500"
"","MP","7576","0","150.6","84.4","-0.3","450"
"","Maharashtra","17125","61","351.5","98.3","-2.5","829"
"","Goa","420","0","7.7","7.5","-0.4","138"
"","DD","257","0","5.6","5.8","-0.2","76"
"","DNH","640","0","14.9","15.1","0.6","60"
"","Essar steel","346","0","7.4","6.8","0.6","20"
"SR","Andhra Pradesh","5989","0","135.2","22.4","2.2","219"
"","Telangana","6399","135","135.0","76.8","3.3","367"
"","Karnataka","8379","500","180.4","31.4","1.8","319"
"","Kerala","3279","125","61.2","44.2","2.4","201"
"","Tamil Nadu","11695","993","260.3","100.5","2.8","539"
"","Pondy","320","0","6.2","6.3","-0.1","28"
"ER","Bihar","2671","0","51.1","50.9","-4.5","180"
"","DVC","2407","0","54.1","-26.3","-0.1","210"
"","Jharkhand","1034","0","20.7","15.2","-0.3","140"
"","Odisha","3222","0","62.6","21.2","4.8","280"
"","West Bengal","6482","0","112.5","22.8","5.0","250"
"","Sikkim","123","0","1.9","1.3","0.6","26"
"NER","Arunachal Pradesh","105","6","1.7","1.4","0.3","42"
"","Assam","1171","110","21.4","13.7","2.7","585"
"","Manipur","131","6","2.3","2.2","0.1","49"
"","Meghalaya","302","0","5.2","5.0","-0.9","38"
"","Mizoram","82","3","1.3","1.0","0.3","33"
"","Nagaland","120","5","1.8","1.6","-0.1","24"
"","Tripura","200","0","2.7","0.4","0.0","36"
