"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","116.0","-150.5","108.2","-73.2","-1.9","-1.5"
"Actual(MU)","116.1","-162.4","110.8","-64.7","-1.6","-1.7"
"O/D/U/D(MU)","0.1","-11.9","2.6","8.6","0.3","-0.3"
