"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","244.9","-221.7","51.7","-75.3","-3.7","-4.0"
"Actual(MU)","261.4","-228.1","32.4","-61.7","-9.7","-5.6"
"O/D/U/D(MU)","16.5","-6.4","-19.3","13.6","-6.0","-1.5"
