"Share of RES in total generation (%)","4.81","7.44","15.22","0.23","0.07","7.31"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","30.63","11.19","24.45","16.64","43.23","20.36"
